57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
24534672546517707653745560560417506054205242034376044215765560351736762333171352243455042453315224337665175460352172534717002124632160701753465560212347531705215660007641172333172421035736452422242347,{b'a': [(2, 4)], b'b': [(1, 2), (2, 7), (3, 2), (7, 7)], b'c': [(0, 7), (3, 6), (4, 1)], b'd': [(4, 6), (6, 2), (7, 4)], b'e': [(1, 7), (7, 6)], b'f': [(0, 1), (3, 7), (5, 4)], b'g': [(0, 6), (2, 2), (6, 7)], b'h': [(0, 4), (4, 5), (5, 2)], b'i': [(2, 3), (7, 2)], b'j': [(3, 0), (6, 4)], b'k': [(1, 6), (3, 1), (4, 4)], b'l': [(6, 3), (7, 0)], b'm': [(0, 3), (5, 0), (5, 1)], b'n': [(4, 7), (5, 3)], b'o': [(4, 2), (6, 0)], b'p': [(1, 5), (7, 3)], b'q': [(6, 6), (7, 1), (7, 5)], b'r': [(0, 0), (0, 5), (1, 0), (3, 5)], b's': [(2, 1)], b't': [(3, 4), (5, 5), (5, 6)], b'u': [(2, 6), (5, 7)], b'v': [(0, 2), (3, 3)], b'w': [(1, 1), (1, 3), (2, 0), (2, 5)], b'x': [(1, 4)], b'y': [(4, 3), (6, 5)], b'z': [(4, 0), (6, 1)]}
57006675331024762060734724634460422066574557133320436042576042162716003377003332571077336772244141167400247700570074765762677313427756667702107747411663271600332777604242775457006654071042051632054116,{b'a': [(2, 4), (5, 7)], b'b': [(3, 0), (3, 1), (5, 0), (6, 5)], b'c': [(1, 0), (7, 2)], b'd': [(6, 6), (7, 4)], b'e': [(1, 6), (2, 0)], b'f': [(1, 3)], b'g': [(1, 4)], b'h': [(4, 2)], b'i': [(6, 1), (7, 5), (7, 7)], b'j': [(1, 5), (1, 7), (5, 3)], b'k': [(0, 1), (6, 4)], b'l': [(4, 1)], b'm': [(5, 4), (7, 6)], b'n': [(0, 0), (6, 2)], b'o': [(3, 2), (7, 3)], b'p': [(0, 5), (2, 6), (4, 7)], b'q': [(1, 2), (3, 4), (4, 0)], b'r': [(4, 3)], b's': [(0, 2), (3, 6), (4, 4), (5, 6), (6, 3)], b't': [(3, 3), (3, 7), (6, 0)], b'u': [(0, 7), (1, 1), (4, 6), (5, 1), (7, 0)], b'v': [(0, 6), (2, 5), (7, 1)], b'w': [(2, 7)], b'x': [(2, 3), (3, 5), (5, 2)], b'y': [(4, 5), (6, 7)], b'z': [(0, 3), (0, 4), (2, 1), (2, 2), (5, 5)]}
14333742732577534311036231606073447773776011441306301371550733734467123106772513525514427153776560774237416511031507530203723207574202746417747403107344671312154255154352610367664372114403415617432173,{b'a': [(1, 4), (3, 1), (7, 7)], b'b': [(5, 4)], b'c': [(2, 5), (3, 4), (5, 1)], b'd': [(3, 2), (3, 7)], b'e': [(1, 3), (4, 3), (6, 7)], b'f': [(2, 3), (6, 4)], b'g': [(2, 4), (5, 6)], b'h': [(1, 5), (4, 4)], b'i': [(0, 7), (4, 2)], b'j': [(1, 6), (4, 0), (4, 6)], b'k': [(4, 5), (7, 5), (7, 6)], b'l': [(0, 2), (7, 4)], b'm': [(5, 3)], b'n': [(0, 5), (3, 3), (6, 5), (7, 1)], b'o': [(0, 3), (1, 7)], b'p': [(6, 2)], b'q': [(2, 7)], b'r': [(3, 6), (5, 2), (7, 2)], b's': [(2, 1), (6, 0), (6, 1)], b't': [(1, 1), (5, 5), (7, 3)], b'u': [(4, 1)], b'v': [(0, 1), (0, 4), (5, 0), (6, 6)], b'w': [(1, 0), (1, 2), (3, 0), (5, 7)], b'x': [(0, 0), (2, 2), (2, 6), (4, 7), (6, 3)], b'y': [(0, 6), (2, 0)], b'z': [(3, 5), (7, 0)]}
05147614115303464314171267373141533534430253620154205424775362376227276245345675534214775416576233336235670574576211135355540505625344465303345336222762230314532246276741036231536257214627311234302673,{b'a': [(3, 4), (3, 6), (5, 4)], b'b': [(4, 4)], b'c': [(2, 5), (5, 1), (5, 5)], b'd': [(0, 1), (7, 0), (7, 5), (7, 7)], b'e': [(1, 4), (2, 6), (4, 6)], b'f': [(5, 7)], b'g': [(5, 2), (7, 4)], b'h': [(0, 3), (4, 2)], b'i': [(0, 6), (1, 3), (6, 7)], b'j': [(2, 1), (6, 1)], b'k': [(0, 0), (0, 2), (3, 2), (6, 4)], b'l': [(3, 0), (3, 3), (4, 3)], b'm': [(3, 7), (6, 5), (7, 3)], b'n': [(0, 5), (0, 7), (2, 4), (5, 6)], b'o': [(6, 2)], b'p': [(2, 2), (2, 3)], b'q': [(6, 0), (7, 2)], b'r': [(1, 1), (2, 7)], b's': [(1, 2), (1, 7), (4, 1)], b't': [(5, 3)], b'u': [(3, 1)], b'v': [(1, 5), (4, 7), (7, 6)], b'w': [(3, 5), (4, 0), (4, 5), (6, 6)], b'x': [(1, 0), (5, 0)], b'y': [(1, 6), (2, 0), (7, 1)], b'z': [(0, 4), (6, 3)]}
10332453076462603224121013247333026002716467642105103302706060730225330260021664716370540110371210332407642470641210332455603056646253716430576035606164133302711057305254607347643010522364661362626424,{b'a': [(1, 0)], b'b': [(0, 4), (2, 3), (7, 5)], b'c': [(3, 5), (5, 5), (7, 2)], b'd': [(2, 4)], b'e': [(6, 4)], b'f': [(1, 4), (3, 4), (5, 1), (6, 6), (7, 6)], b'g': [(7, 0)], b'h': [(0, 7), (1, 6), (5, 4), (7, 1)], b'i': [(1, 3), (2, 5), (6, 3)], b'j': [(2, 0), (4, 6)], b'k': [(5, 0), (6, 5)], b'l': [(6, 2)], b'm': [(3, 0), (6, 1)], b'n': [(3, 3)], b'o': [(6, 0)], b'p': [(1, 1), (5, 6)], b'q': [(1, 7), (2, 7), (4, 1), (4, 3)], b'r': [(2, 1), (3, 2), (7, 4)], b's': [(1, 2), (4, 7), (6, 7)], b't': [(0, 2), (5, 3), (5, 7)], b'u': [(7, 3)], b'v': [(0, 5), (0, 6), (2, 2), (4, 4)], b'w': [(0, 1), (2, 6), (4, 2), (7, 7)], b'x': [(0, 0), (1, 5), (3, 1), (4, 0)], b'y': [(0, 3), (3, 7), (5, 2)], b'z': [(3, 6), (4, 5)]}
24724150133116501324501357244547012570241747321333501331210724721057702464310524724713317524174725035750130172667544606377602462317471523370751712533144175060303121246231564375730112423132632503664305,{b'a': [(2, 4)], b'b': [(1, 0), (1, 2), (3, 6)], b'c': [(0, 7), (3, 5), (6, 5), (7, 7)], b'd': [(0, 5), (4, 1), (4, 7)], b'e': [(3, 1), (5, 7)], b'f': [(2, 3)], b'g': [(2, 2), (6, 6)], b'h': [(0, 3), (1, 3), (6, 0)], b'i': [(0, 1), (1, 7), (6, 3), (7, 4)], b'j': [(0, 4), (2, 0), (2, 7)], b'k': [(5, 5)], b'l': [(4, 2), (5, 3)], b'm': [(3, 0), (5, 1), (7, 1)], b'n': [(2, 1), (7, 2)], b'o': [(1, 4), (3, 3), (4, 3), (6, 1)], b'p': [(4, 0), (5, 2), (5, 6)], b'q': [(1, 1)], b'r': [(3, 4), (4, 5), (6, 2)], b's': [(7, 0), (7, 3), (7, 5)], b't': [(2, 5), (5, 0)], b'u': [(2, 6), (4, 6), (7, 6)], b'v': [(0, 2), (6, 4)], b'w': [(0, 6), (3, 2), (4, 4)], b'x': [(0, 0), (3, 7)], b'y': [(1, 6), (5, 4)], b'z': [(1, 5), (6, 7)]}
74036552407505210113750443515454650154567561453340754375522271037247160113512271474374057117722774432271130632543033407530017571334075044603752751227505332275522271177247272271124027753275203554467517,{b'a': [(1, 6), (7, 4)], b'b': [(6, 3), (7, 6)], b'c': [(1, 2), (6, 6)], b'd': [(1, 3), (6, 5), (7, 3)], b'e': [(7, 5)], b'f': [(0, 6), (4, 2), (4, 5)], b'g': [(7, 2)], b'h': [(2, 2), (4, 0)], b'i': [(7, 1)], b'j': [(1, 5), (7, 7)], b'k': [(0, 0), (4, 6), (6, 0)], b'l': [(1, 1), (2, 3), (5, 3), (6, 7)], b'm': [(1, 4), (2, 6), (3, 0), (7, 0)], b'n': [(0, 1), (0, 3), (1, 7), (5, 6)], b'o': [(5, 4), (6, 1)], b'p': [(3, 5)], b'q': [(3, 7)], b'r': [(0, 4), (3, 2), (6, 2)], b's': [(2, 0), (4, 3), (4, 7)], b't': [(3, 3), (5, 1), (5, 2)], b'u': [(0, 7), (2, 1), (2, 4), (3, 6)], b'v': [(2, 5)], b'w': [(2, 7), (5, 0)], b'x': [(0, 2), (1, 0), (4, 1), (4, 4), (5, 7)], b'y': [(0, 5), (3, 1), (5, 5), (6, 4)], b'z': [(3, 4)]}
07405432023633375047426232051710671333165034361702423205103442213306036242341354103320646704322610344037076666072322046226103521071433364567330617663311023421045502404262471034140726404233634765074222,{b'a': [(0, 7), (3, 4)], b'b': [(1, 1), (1, 5), (4, 1)], b'c': [(2, 0)], b'd': [(0, 4), (3, 7), (4, 4), (5, 4)], b'e': [(0, 2), (2, 2), (6, 7)], b'f': [(1, 6), (7, 4)], b'g': [(0, 3), (1, 4), (4, 5)], b'h': [(3, 2), (6, 2)], b'i': [(0, 5), (2, 5), (2, 6), (3, 5), (4, 7)], b'j': [(4, 3), (5, 6), (7, 2)], b'k': [(4, 6), (6, 0), (6, 4), (7, 3), (7, 6)], b'l': [(6, 1), (6, 5), (7, 5)], b'm': [(1, 0)], b'n': [(1, 3), (2, 1), (4, 0)], b'o': [(3, 3)], b'p': [(6, 3)], b'q': [(0, 0), (1, 2)], b'r': [(3, 0), (3, 6), (6, 6)], b's': [(0, 1), (1, 7), (5, 3), (5, 5)], b't': [(4, 2)], b'u': [(0, 6), (2, 7), (7, 0)], b'v': [(3, 1), (5, 2), (5, 7)], b'w': [(5, 0), (7, 7)], b'x': [(5, 1), (7, 1)], b'y': [(2, 3)], b'z': [(2, 4)]}
65435651576232120720606432657407623142206133313265433362077201204420606206073265272032016507724253740676641201272060327464724362625144624274070365076246415120450720324140305764326460326543176563516232,{b'a': [(0, 6), (4, 4)], b'b': [(3, 6), (4, 6), (4, 7), (6, 1)], b'c': [(0, 3), (1, 7), (7, 0)], b'd': [(6, 0)], b'e': [(4, 1), (4, 3), (5, 3), (6, 4)], b'f': [(1, 2), (5, 6), (6, 7)], b'g': [(3, 4), (4, 5)], b'h': [(6, 5), (7, 4)], b'i': [(0, 7), (5, 1)], b'j': [(2, 3), (5, 5)], b'k': [(2, 1), (3, 5), (3, 7), (7, 3)], b'l': [(1, 5)], b'm': [(7, 2)], b'n': [(2, 0)], b'o': [(0, 1), (3, 1)], b'p': [(1, 4), (3, 0)], b'q': [(2, 4), (5, 4), (7, 7)], b'r': [(0, 5), (1, 1), (3, 3), (4, 0), (5, 7), (6, 3)], b's': [(6, 2)], b't': [(3, 2)], b'u': [(0, 0), (2, 6), (2, 7), (7, 5)], b'v': [(5, 2), (7, 6)], b'w': [(4, 2)], b'x': [(0, 2), (1, 0), (2, 2), (5, 0), (6, 6)], b'y': [(2, 5), (7, 1)], b'z': [(0, 4), (1, 3), (1, 6)]}
56263216223665507171504500155425507233624336165732571036166716504511134524155465134021433636247170143351214736165636705415725637263216654315643424710337211657321662327640361663364350366136701551062125,{b'a': [(1, 3), (2, 4), (3, 3)], b'b': [(2, 2), (2, 3), (2, 7), (6, 3)], b'c': [(1, 1), (3, 5), (6, 2), (7, 4)], b'd': [(0, 3), (0, 7), (5, 7), (7, 0)], b'e': [(3, 6)], b'f': [(4, 7), (5, 4)], b'g': [(0, 0), (0, 2), (6, 5)], b'h': [(0, 6), (2, 6), (3, 7)], b'i': [(2, 1), (3, 2), (5, 0)], b'j': [(1, 0), (4, 6), (7, 5)], b'k': [(3, 0)], b'l': [(4, 0), (4, 3)], b'm': [(1, 4), (2, 5)], b'n': [(4, 5), (5, 1), (7, 1)], b'o': [(1, 5)], b'p': [(7, 6), (7, 7)], b'q': [(0, 4), (2, 0), (7, 3)], b'r': [(4, 4), (5, 3), (6, 4), (7, 2)], b's': [(1, 6)], b't': [(3, 1), (5, 6)], b'u': [(1, 7), (6, 7)], b'v': [(6, 1)], b'w': [(4, 2)], b'x': [(0, 1), (0, 5), (5, 2), (6, 0)], b'y': [(1, 2), (3, 4)], b'z': [(4, 1), (5, 5), (6, 6)]}
44104236613774154414156315520177513326673705343344140774373667543773673336443410737410665243352613233501446210663374373215337562352304331662075644146633057162147164144507014462714343330170435573364320,{b'a': [(0, 2), (3, 7), (5, 5)], b'b': [(0, 5), (1, 6)], b'c': [(6, 1), (6, 4)], b'd': [(2, 3), (6, 7)], b'e': [(1, 5), (4, 2), (7, 1)], b'f': [(4, 6), (5, 6)], b'g': [(1, 3), (2, 4), (3, 0), (4, 0), (7, 2), (7, 6)], b'h': [(1, 0), (1, 4)], b'i': [(0, 7), (7, 3)], b'j': [(6, 3)], b'k': [(0, 0), (0, 3), (3, 1), (3, 2), (5, 7)], b'l': [(4, 3)], b'm': [(7, 4)], b'n': [(2, 6), (3, 6)], b'o': [(0, 4), (3, 4), (3, 5), (5, 1), (6, 6)], b'p': [(2, 2), (7, 0)], b'q': [(0, 6), (1, 2), (2, 1)], b'r': [(4, 5), (5, 3), (7, 7)], b's': [(0, 1), (5, 4), (7, 5)], b't': [(4, 4), (6, 2)], b'u': [(3, 3)], b'v': [(4, 1)], b'w': [(5, 2), (6, 0), (6, 5)], b'x': [(1, 1), (4, 7)], b'y': [(1, 7), (2, 0), (2, 5)], b'z': [(2, 7), (5, 0)]}
64502541056450071653020262074250256263151337645567475062475005416256475066636457475055657410673706355163527213453006100241725555200547507110475653744750306456223075133362315150072257104726370201002520,{b'a': [(1, 3), (3, 0), (6, 2)], b'b': [(1, 1), (7, 1)], b'c': [(4, 3), (4, 4), (6, 0)], b'd': [(1, 5), (3, 2), (3, 6), (4, 2), (5, 2), (6, 1)], b'e': [(0, 0), (0, 5), (2, 5), (5, 1), (5, 5)], b'f': [(3, 7)], b'g': [(5, 3), (7, 7)], b'h': [(5, 0)], b'i': [(0, 7), (3, 5), (5, 6)], b'j': [(0, 3), (0, 4), (2, 3), (2, 4), (4, 6)], b'k': [(3, 1), (7, 0)], b'l': [(0, 1), (7, 2), (7, 6)], b'm': [(2, 2), (6, 5)], b'n': [(1, 6), (6, 3)], b'o': [(2, 6), (5, 7), (7, 4)], b'p': [(2, 0)], b'q': [(1, 2), (1, 7)], b'r': [(0, 6), (6, 7)], b's': [(0, 2), (4, 1)], b't': [(4, 7), (6, 4)], b'u': [(1, 0), (3, 4), (6, 6)], b'v': [(2, 1), (2, 7), (5, 4)], b'w': [(3, 3)], b'x': [(1, 4), (4, 0), (7, 3)], b'y': [(7, 5)], b'z': [(4, 5)]}
47453055620322332067443730146475476630142042554245766267505537704745302537213203304137273662670133663372421014422527037651701437706661077662034137757242506633256457033745302547135167764411642772443442,{b'a': [(3, 7), (4, 7)], b'b': [(7, 3)], b'c': [(2, 5)], b'd': [(3, 0)], b'e': [(0, 3), (3, 4), (4, 2), (6, 7)], b'f': [(1, 1), (4, 6)], b'g': [(0, 6), (0, 7), (3, 1)], b'h': [(2, 0), (4, 4), (6, 2)], b'i': [(6, 6)], b'j': [(2, 3), (6, 5), (7, 1), (7, 7)], b'k': [(6, 3)], b'l': [(1, 3), (2, 1), (3, 2), (5, 1)], b'm': [(0, 4), (4, 1), (5, 7)], b'n': [(0, 2), (2, 2), (2, 4), (4, 5), (6, 1)], b'o': [(6, 4)], b'p': [(5, 6)], b'q': [(1, 2), (1, 6), (4, 3)], b'r': [(0, 1), (1, 0), (2, 7), (5, 0), (6, 0)], b's': [(1, 4), (3, 3), (7, 5)], b't': [(0, 5), (7, 2), (7, 6)], b'u': [(1, 5), (1, 7), (2, 6)], b'v': [(5, 4), (7, 4)], b'w': [(5, 5)], b'x': [(0, 0), (3, 5), (5, 2)], b'y': [(3, 6), (7, 0)], b'z': [(4, 0), (5, 3)]}
52122104115516741616315022061416132154724160520060430616167270554201252621527273215203062365101576415553256206413616612516101531670364250213555504022125226103725164764225771676023041722652006046550602,{b'a': [(0, 6), (2, 5)], b'b': [(0, 5), (1, 3), (1, 7), (5, 6), (7, 3)], b'c': [(0, 1), (6, 7)], b'd': [(0, 2), (2, 2), (4, 6)], b'e': [(2, 1), (3, 3), (5, 5), (6, 0), (7, 6)], b'f': [(3, 0), (3, 7), (4, 4), (5, 4)], b'g': [(0, 7), (5, 7)], b'h': [(0, 0), (0, 3), (1, 2), (1, 5), (2, 0), (6, 4)], b'i': [(3, 1), (7, 7)], b'j': [(1, 1), (3, 5)], b'k': [(3, 2), (6, 6)], b'l': [(5, 3)], b'm': [(2, 6), (3, 4), (5, 1)], b'n': [(0, 4), (2, 3), (4, 7)], b'o': [(7, 2)], b'p': [(4, 3)], b'q': [(7, 1)], b'r': [(4, 1), (4, 2)], b's': [(1, 6)], b't': [(5, 2)], b'u': [(3, 6), (7, 4)], b'v': [(2, 4), (7, 0)], b'w': [(1, 0), (6, 1)], b'x': [(5, 0)], b'y': [(1, 4), (2, 7), (6, 5), (7, 5)], b'z': [(4, 0), (4, 5), (6, 2), (6, 3)]}
21154075232626620072175771253625272135257075347715266443543571622114625170751064214306757120150135200771301776310026210240335703200547622621477460712571540675255371624325607125177625362575335730335104,{b'a': [(2, 1), (7, 0)], b'b': [(6, 7)], b'c': [(1, 2), (2, 7), (5, 2)], b'd': [(2, 6), (4, 0)], b'e': [(2, 5), (6, 2)], b'f': [(0, 3), (1, 1), (6, 4)], b'g': [(0, 1), (0, 4), (0, 7), (5, 6)], b'h': [(7, 1)], b'i': [(2, 0), (3, 1), (3, 3)], b'j': [(1, 3)], b'k': [(2, 2), (4, 1), (6, 3)], b'l': [(0, 5), (4, 7), (7, 2), (7, 4)], b'm': [(3, 5), (6, 1)], b'n': [(0, 0), (0, 2), (1, 5), (5, 1)], b'o': [(1, 0), (3, 4), (5, 4)], b'p': [(2, 4), (3, 2), (3, 7)], b'q': [(4, 4), (5, 5), (7, 3)], b'r': [(3, 6), (4, 3)], b's': [(7, 5)], b't': [(3, 0), (5, 7), (6, 0)], b'u': [(0, 6), (2, 3), (7, 7)], b'v': [(1, 4), (1, 6), (4, 2)], b'w': [(5, 3), (7, 6)], b'x': [(6, 6)], b'y': [(1, 7), (4, 5), (5, 0)], b'z': [(4, 6), (6, 5)]}
43012707051041673372252750075357156133261172155225655343045152561607017665254120256501275152246210553765561605074133266241720133265015301505656165720571266507130571411372712457522052263331465262526520,{b'a': [(1, 5)], b'b': [(5, 5), (7, 3)], b'c': [(4, 4), (7, 0)], b'd': [(0, 0), (0, 2), (1, 4), (5, 3)], b'e': [(6, 5)], b'f': [(1, 3), (6, 7)], b'g': [(1, 1), (1, 7), (5, 0)], b'h': [(5, 1), (5, 7)], b'i': [(3, 3), (5, 2)], b'j': [(2, 2), (7, 6)], b'k': [(3, 2), (6, 3), (7, 4)], b'l': [(3, 7), (4, 2)], b'm': [(2, 4)], b'n': [(0, 1), (2, 6)], b'o': [(0, 7), (1, 0), (7, 1)], b'p': [(0, 4), (4, 5)], b'q': [(3, 1), (3, 4), (3, 5), (3, 6), (5, 4)], b'r': [(7, 2), (7, 5)], b's': [(1, 6), (2, 0), (2, 1), (2, 5), (5, 6)], b't': [(2, 7), (6, 2)], b'u': [(4, 1), (4, 3), (4, 6)], b'v': [(6, 1)], b'w': [(2, 3), (3, 0), (6, 4)], b'x': [(0, 3), (1, 2), (7, 7)], b'y': [(0, 5), (4, 7)], b'z': [(0, 6), (4, 0), (6, 0), (6, 6)]}
50304357013077024657423060304645376124570270130250245051705701306065123653423060304346507050307053543077134521304113113060423024613050314325301345357013311030132601303630405104301041465706301724253011,{b'a': [(2, 4), (4, 5)], b'b': [(0, 6), (4, 0), (7, 4)], b'c': [(3, 2)], b'd': [(1, 1)], b'e': [(3, 0)], b'f': [(6, 5), (7, 3), (7, 6)], b'g': [(3, 1), (6, 7)], b'h': [(0, 1), (2, 0), (4, 2), (5, 4)], b'i': [(0, 2), (2, 2), (4, 3)], b'j': [(0, 7), (2, 7), (3, 3)], b'k': [(1, 4), (1, 5), (7, 2)], b'l': [(3, 7), (4, 7), (6, 4)], b'm': [(1, 0), (2, 1), (3, 5)], b'n': [(1, 3), (5, 0)], b'o': [(1, 2), (4, 4), (7, 0)], b'p': [(0, 5), (3, 4)], b'q': [(2, 3), (6, 2), (6, 6)], b'r': [(3, 6), (6, 0), (7, 7)], b's': [(1, 7), (4, 6)], b't': [(5, 3), (5, 7)], b'u': [(4, 1), (6, 3)], b'v': [(0, 3), (2, 5), (6, 1)], b'w': [(0, 4), (2, 6)], b'x': [(0, 0), (5, 2), (5, 5)], b'y': [(1, 6), (5, 1)], b'z': [(5, 6), (7, 1), (7, 5)]}
46274240573127262614571352637074462752052411264270175440462353443741531707571410245221463274635420401745451774201020125717240572462402264627527012577436267246524346175254401101125747262323460114572616,{b'a': [(4, 6)], b'b': [(2, 2), (6, 0), (6, 4)], b'c': [(0, 5), (0, 7), (2, 5), (3, 5)], b'd': [(1, 3), (3, 7), (4, 2), (5, 2)], b'e': [(2, 6), (5, 7)], b'f': [(4, 7)], b'g': [(0, 2), (7, 7)], b'h': [(1, 2), (3, 6), (4, 0), (7, 2)], b'i': [(1, 1), (1, 7)], b'j': [(5, 6), (7, 5)], b'k': [(3, 1), (3, 4), (6, 7)], b'l': [(1, 4), (2, 1), (2, 3), (6, 2)], b'm': [(0, 0), (5, 1)], b'n': [(2, 7), (7, 4)], b'o': [(1, 0), (5, 3), (6, 3)], b'p': [(0, 4), (1, 6), (5, 5), (6, 1)], b'q': [(7, 3)], b'r': [(2, 4)], b's': [(0, 1), (4, 3), (4, 5)], b't': [(2, 0), (5, 4), (7, 6)], b'u': [(4, 4)], b'v': [(4, 1)], b'w': [(5, 0), (7, 0)], b'x': [(0, 6), (1, 5), (3, 0), (6, 6)], b'y': [(3, 2)], b'z': [(0, 3), (3, 3), (6, 5), (7, 1)]}
64300562525244702012247511412463446144060740113661345263626507410717126562246312472744023065421211021712304776756102424462354470652014632406346146765362466364300564613417021230517312171312662462567570,{b'a': [(1, 2), (6, 4)], b'b': [(1, 3), (1, 6), (2, 7), (5, 4)], b'c': [(2, 3), (4, 2), (5, 0)], b'd': [(0, 5), (4, 7), (5, 1), (6, 7), (7, 0)], b'e': [(0, 2), (0, 7), (4, 4), (7, 5)], b'f': [(0, 6), (3, 6)], b'g': [(1, 0), (1, 4)], b'h': [(6, 3), (7, 6)], b'i': [(2, 0), (6, 2)], b'j': [(0, 1), (3, 7), (5, 7), (6, 0)], b'k': [(1, 5), (2, 6), (5, 5)], b'l': [(1, 1), (4, 0), (7, 2)], b'm': [(5, 2)], b'n': [(0, 0), (3, 0)], b'o': [(0, 3), (3, 4)], b'p': [(2, 1), (4, 3), (6, 6)], b'q': [(4, 5), (7, 7)], b'r': [(6, 1)], b's': [(1, 7), (6, 5)], b't': [(2, 4), (4, 6)], b'u': [(7, 1)], b'v': [(3, 2), (3, 5)], b'w': [(0, 4), (2, 2), (3, 1), (3, 3), (5, 3), (7, 3)], b'x': [(2, 5)], b'y': [(4, 1)], b'z': [(5, 6), (7, 4)]}
43550736656230426520260330402377716014655136607276462063761515633132712130202421317551604521551432655172057602402166072321652155536102533120502155321117626032317250317630602166327162206771404131763072,{b'a': [(6, 0), (7, 6)], b'b': [(0, 6), (1, 6), (4, 3), (4, 5), (7, 0)], b'c': [(0, 2), (7, 5)], b'd': [(5, 0)], b'e': [(2, 0), (4, 0), (5, 1), (6, 2)], b'f': [(2, 2), (6, 6), (7, 3)], b'g': [(1, 1), (2, 7)], b'h': [(6, 5), (7, 1)], b'i': [(3, 1)], b'j': [(3, 3), (4, 6)], b'k': [(0, 3), (5, 6), (7, 4)], b'l': [(0, 0), (1, 5)], b'm': [(3, 7), (5, 4)], b'n': [(3, 0)], b'o': [(2, 1)], b'p': [(0, 5), (6, 7)], b'q': [(1, 0), (2, 5), (6, 4)], b'r': [(0, 1), (1, 3), (1, 7), (5, 2), (5, 3)], b's': [(4, 1), (6, 1), (7, 2)], b't': [(0, 7), (1, 4), (3, 2), (4, 2), (7, 7)], b'u': [(5, 5)], b'v': [(2, 4), (3, 4), (5, 7)], b'w': [(2, 3), (3, 6), (6, 3)], b'x': [(0, 4), (1, 2), (4, 4)], b'y': [(2, 6), (4, 7)], b'z': [(3, 5)]}
65101254277604521235657227323176305312277146325712402570760423707646722710516777651214760446462700745334760446237604537676305725051401552046527604465370516737401230424755232446654742357346165437707256,{b'a': [(3, 5), (5, 3)], b'b': [(4, 1), (4, 3), (6, 6), (7, 1)], b'c': [(4, 7)], b'd': [(2, 0), (7, 2)], b'e': [(2, 3), (4, 6)], b'f': [(4, 0), (7, 3)], b'g': [(0, 3), (1, 5), (3, 1), (3, 6)], b'h': [(0, 4), (3, 0)], b'i': [(2, 7)], b'j': [(0, 7), (6, 1)], b'k': [(7, 5)], b'l': [(5, 5)], b'm': [(2, 2), (2, 4)], b'n': [(3, 2), (6, 5)], b'o': [(1, 0), (1, 4), (3, 7), (5, 7), (6, 4)], b'p': [(0, 0), (0, 2), (6, 3)], b'q': [(1, 7), (3, 3), (4, 4), (4, 5)], b'r': [(1, 1), (7, 0), (7, 4)], b's': [(5, 2), (5, 6), (6, 7)], b't': [(1, 2), (7, 6)], b'u': [(0, 1), (2, 5), (5, 1), (7, 7)], b'v': [(6, 0), (6, 2)], b'w': [(0, 5), (1, 6), (2, 1), (5, 4)], b'x': [(0, 6), (2, 6), (5, 0)], b'y': [(3, 4), (4, 2)], b'z': [(1, 3)]}
